Code,Municipality,Population,Reference Date,Year,Annual financial statement,Debts,Public-private partnerships,Leasing,Total debts,Revenues,Expenditures
80217,Höchst,7756,31.10.2012,2014,31.12.2014,1478450849,3107900,10577128,1789240849,2110876485,2110876485
80218,Hörbranz,6323,31.10.2012,2014,31.12.2014,6512197,0,6315241,78517545,1236905412,1236905412
80219,Hohenweiler,1264,31.10.2012,2014,31.12.2014,62481136,0,0,62481136,27732316,27732316
80220,Kennelbach,1855,31.10.2012,2014,31.12.2014,221764851,0,9753771,231518622,440390762,440390762
80221,Krumbach,974,31.10.2012,2014,31.12.2014,236281841,0,105769,237339531,278354345,278354345
80222,Langen b.Breg.,1289,31.10.2012,2014,31.12.2014,0,0,0,0,320406592,320406592
80223,Langenegg,1086,31.10.2012,2014,31.12.2014,9058724,0,1170931,91758171,362470444,362470444
80224,Lauterach,9608,31.10.2012,2014,31.12.2014,123410476,2750900,11937986,1594455859,2419746975,2419746975
80225,Lingenau,1334,31.10.2012,2014,31.12.2014,45973021,4263700,10179139,896279349,455937485,455937485
80226,Lochau,5540,31.10.2012,2014,31.12.2014,510812267,0,5872499,540449391,1170807209,1170807209
80227,Mellau,1309,31.10.2012,2014,31.12.2014,86680377,654200,0,152100377,319122197,319122197
80228,Mittelberg,4812,31.10.2012,2014,31.12.2014,111557498,953300,0,121090498,2567144574,2567144574
80229,Möggers,518,31.10.2012,2014,31.12.2014,121509482,0,0,121509482,135083706,135083706
80230,Reuthe,618,31.10.2012,2014,31.12.2014,15764875,364300,0,52194875,151811275,151811275
80231,Riefensberg,1010,31.10.2012,2014,31.12.2014,7975603,0,0,7975603,293178768,293178768
80232,Schnepfau,464,31.10.2012,2014,31.12.2014,10470158,255300,0,36000158,160024639,93840358
80233,Schoppernau,933,31.10.2012,2014,31.12.2014,47801296,1581300,0,205931296,256254995,256254995
80234,Schröcken,225,31.10.2012,2014,31.12.2014,544178333,0,0,544178333,328297462,372190642
80235,Schwarzach,3764,31.10.2012,2014,31.12.2014,162151438,7200300,0,882181438,885339265,885339265
80236,Schwarzenberg,1809,31.10.2012,2014,31.12.2014,19641938,2003600,0,220001938,521430049,521430049
80237,Sibratsgfäll,394,31.10.2012,2014,31.12.2014,46471835,0,0,46471835,100595406,100595406
80238,Sulzberg,1761,31.10.2012,2014,31.12.2014,230934355,1076700,0,338604355,557704942,557704942
80239,Warth,160,31.10.2012,2014,31.12.2014,251647772,362690,0,287916772,281408166,281408166
80240,Wolfurt,8165,31.10.2012,2014,31.12.2014,91998808,0,13620830,91998808,2718968361,2718968361
80301,Dornbirn,46423,31.10.2012,2014,31.12.2014,1358956946,5474000,12810058,1460583946,2546375229,2546375229
80302,Hohenems,15423,31.10.2012,2014,31.12.2014,1783526899,11004800,18488905,2884006899,3722520109,3722520109
80303,Lustenau,21355,31.10.2012,2014,31.12.2014,6448524397,0,33117792,6556223144,6649967618,6647998966
80401,Altach,6395,31.10.2012,2014,31.12.2014,1590312892,0,8406812,1590312892,1670923731,1666185385
80402,Düns,385,31.10.2012,2014,31.12.2014,53389475,0,0,53389475,106543935,106543935
80403,Dünserberg,145,31.10.2012,2014,31.12.2014,199614485,0,0,199614485,74776389,74776389
80404,Feldkirch,31012,31.10.2012,2014,31.12.2014,4370305483,18188700,5216635,6228969321,1037387312,1037387312
80405,Frastanz,6247,31.10.2012,2014,31.12.2014,577781142,4203200,804226,106031431,155835396,155835396
80406,Fraxern,667,31.10.2012,2014,31.12.2014,217568927,2005800,0,418148927,278548058,298757239
80407,Göfis,3095,31.10.2012,2014,31.12.2014,1119177347,0,0,1119177347,919274982,924450313
80408,Götzis,10857,31.10.2012,2014,31.12.2014,2379386132,7666400,14528710,3146026132,2898813083,2898813083
80409,Klaus,3099,31.10.2012,2014,31.12.2014,1431648457,1903800,2645658,1624674115,148407522,148407522
80410,Koblach,4288,31.10.2012,2014,31.12.2014,109639123,6215500,0,731189123,968832221,968832221
80411,Laterns,675,31.10.2012,2014,31.12.2014,296669043,1779400,0,474609043,337888612,337888612
80412,Mäder,3757,31.10.2012,2014,31.12.2014,490945489,3148800,122871879,928697368,81596023,81596023
80413,Meiningen,2059,31.10.2012,2014,31.12.2014,41632256,1532500,0,194882256,403131767,403131767
80414,Rankweil,11640,31.10.2012,2014,31.12.2014,1014281631,3268100,16054674,1341091631,3224535308,3224535308
80415,Röns,321,31.10.2012,2014,31.12.2014,81340186,1512600,0,232600186,153362852,153362852
80416,Röthis,1901,31.10.2012,2014,31.12.2014,22948877,0,0,22948877,473110963,473110963
80417,Satteins ,2527,31.10.2012,2014,31.12.2014,151081854,2961500,0,447231854,647604443,647604443
80418,Schlins,2269,31.10.2012,2014,31.12.2014,651930672,0,0,651930672,879512274,879512274
80419,Schnifis,780,31.10.2012,2014,31.12.2014,8691901,734300,0,16034901,185762744,185762744
80420,Sulz,2406,31.10.2012,2014,31.12.2014,373465527,0,80920615,454386142,731329176,771318631
80421,Übersaxen,615,31.10.2012,2014,31.12.2014,122851719,707600,0,193611719,138867103,138867103
80422,Viktorsberg,384,31.10.2012,2014,31.12.2014,14567674,0,0,14567674,111123627,111123627
80423,Weiler,2041,31.10.2012,2014,31.12.2014,480054005,593700,0,539424005,874407483,874407483
80424,Zwischenwasser ,3096,31.10.2012,2014,31.12.2014,452590638,1131700,0,565760638,76079676,768659724
80101,Bartholomäberg,2263,31.10.2013,2015,31.12.2015,372080888,0,194565716,566646604,516201006,516201006
80102,Blons,325,31.10.2013,2015,31.12.2015,212288376,1910500,681258,404019634,171517788,174920158
80103,Bludenz  ,13847,31.10.2013,2015,31.12.2015,2354211532,5667900,21906866,297127621,4376728205,4376728205
80104,Bludesch,2256,31.10.2013,2015,31.12.2015,461083329,0,13188135,474271464,690480063,690480063
80105,Brand,662,31.10.2013,2015,31.12.2015,821124805,0,0,821124805,819314225,819314225
80106,Bürs,3098,31.10.2013,2015,31.12.2015,404851256,13246400,35593172,1765084428,1016592496,942602024
80107,Bürserberg,523,31.10.2013,2015,31.12.2015,482785102,0,0,482785102,320406638,320406638
80108,Dalaas,1544,31.10.2013,2015,31.12.2015,37712566,257200,0,40284566,426888485,426888485
80109,Fontanella,423,31.10.2013,2015,31.12.2015,259364813,0,0,259364813,289816797,346188325
80110,Gaschurn,1470,31.10.2013,2015,31.12.2015,325531839,3138200,0,639351839,1088836094,1088836094
80111,Innerbraz,940,31.10.2013,2015,31.12.2015,26098614,184200,29468,44548082,268499707,268499707
80112,Klösterle,657,31.10.2013,2015,31.12.2015,742506242,0,0,742506242,446107535,446107535
80113,Lech,1489,31.10.2013,2015,31.12.2015,109375632,5465000,8054745,663930377,2425703926,2061991562
80114,Lorüns,288,31.10.2013,2015,31.12.2015,65943494,623500,0,128293494,136975859,136975859
80115,Ludesch,3361,31.10.2013,2015,31.12.2015,982370723,5347600,0,1517130723,946375767,946375767
80116,Nenzing,6007,31.10.2013,2015,31.12.2015,1723956378,2679000,10680988,237853025,2130336267,2130336267
80117,Nüziders,4839,31.10.2013,2015,31.12.2015,230654618,6252700,51627975,907552593,102522338,102522338
80118,Raggal,839,31.10.2013,2015,31.12.2015,351983053,1508500,1308702,504141755,256369958,256369958
80119,St. Anton i.M.,722,31.10.2013,2015,31.12.2015,183477708,0,0,183477708,18565315,18565315
80120,St. Gallenkirch,2155,31.10.2013,2015,31.12.2015,607538538,4908400,821954,1099200492,1032191534,1032191534
80121,St. Gerold,354,31.10.2013,2015,31.12.2015,495334961,859700,0,581304961,27389128,28615756
80122,Schruns,3622,31.10.2013,2015,31.12.2015,1250277506,554100,3194127,1308881633,1667138871,1634986314
80123,Silbertal,831,31.10.2013,2015,31.12.2015,410154693,0,0,410154693,295220544,310739519
80124,Sonntag,686,31.10.2013,2015,31.12.2015,283919526,791400,0,363059526,317961432,325897656
80125,Stallehr,274,31.10.2013,2015,31.12.2015,111576164,0,0,111576164,8079922,8079922
80126,Thüringen,2120,31.10.2013,2015,31.12.2015,160620357,4967900,0,657410357,70745361,1090107188
80127,Thüringerberg,684,31.10.2013,2015,31.12.2015,71446479,1073900,826739,179663218,18034353,18034353
80128,Tschagguns,2140,31.10.2013,2015,31.12.2015,805255221,2267800,0,1032035221,720697219,770702191
80129,Vandans,2585,31.10.2013,2015,31.12.2015,698024477,1401600,0,838184477,975716424,975716424
80201,Alberschwende,3129,31.10.2013,2015,31.12.2015,301739215,12461100,1686468,1549535683,704846816,704846816
80202,Andelsbuch,2382,31.10.2013,2015,31.12.2015,73010193,0,0,73010193,490295367,490295367
80203,Au,1699,31.10.2013,2015,31.12.2015,46949006,1496500,0,196599006,418827542,418827542
80204,Bezau,1986,31.10.2013,2015,31.12.2015,303605404,3541000,0,657705404,677360842,677360842
80205,Bildstein,724,31.10.2013,2015,31.12.2015,317465557,0,0,317465557,24895568,254005192
80206,Bizau,1026,31.10.2013,2015,31.12.2015,7214236,0,0,7214236,29873889,29873889
80207,Bregenz,28313,31.10.2013,2015,31.12.2015,4389662481,12573600,48872032,5741318308,9788693452,9788693452
80208,Buch,568,31.10.2013,2015,31.12.2015,83581063,0,0,83581063,276449124,276449124
80209,Damüls,328,31.10.2013,2015,31.12.2015,343495044,454400,0,388935044,474686762,569686762
80210,Doren,1008,31.10.2013,2015,31.12.2015,26755289,4068000,342957,433898246,284875994,300948408
80211,Egg ,3433,31.10.2013,2015,31.12.2015,276703326,6029800,1939846,881623172,1049857446,1049857446
80212,Eichenberg,397,31.10.2013,2015,31.12.2015,110027954,0,0,110027954,135572697,135572697
80213,Fußach,3766,31.10.2013,2015,31.12.2015,178825816,6281600,0,806985816,999512632,999512632
80214,Gaißau,1730,31.10.2013,2015,31.12.2015,68515333,0,26595553,95110886,434635617,434635617
80215,Hard,12866,31.10.2013,2015,31.12.2015,1926281546,1622400,21690270,2189505968,4300738691,4300738691
80216,Hittisau,1833,31.10.2013,2015,31.12.2015,26282733,0,793703,27076436,531183342,531183342
80217,Höchst,7729,31.10.2013,2015,31.12.2015,1343214761,2897400,10526666,1632954761,2095856687,2095856687
80218,Hörbranz,6295,31.10.2013,2015,31.12.2015,52651297,0,6840313,62483606,1391888763,1391888763
80219,Hohenweiler,1268,31.10.2013,2015,31.12.2015,45323803,0,0,45323803,264776104,264776104
80220,Kennelbach,1880,31.10.2013,2015,31.12.2015,194333832,0,4337416,198671248,438690938,453161486
80221,Krumbach,987,31.10.2013,2015,31.12.2015,219130826,0,793743,219924569,276005734,276005734
80222,Langen b.Breg.,1323,31.10.2013,2015,31.12.2015,0,0,0,0,337805811,337805811
80223,Langenegg,1095,31.10.2013,2015,31.12.2015,16066294,0,907448,161570388,838976942,838976942
80224,Lauterach,9610,31.10.2013,2015,31.12.2015,1232375086,4590600,14130973,1738345448,2813063582,2813063582
80225,Lingenau,1357,31.10.2013,2015,31.12.2015,477171216,4221200,4637161,903928377,606027131,606027131
80226,Lochau,5667,31.10.2013,2015,31.12.2015,470992401,0,6321153,493858308,1283724284,1283724284
80227,Mellau,1311,31.10.2013,2015,31.12.2015,64928834,699300,0,134858834,359730979,359730979
80228,Mittelberg,4748,31.10.2013,2015,31.12.2015,100544977,851400,0,109058977,2650993483,2650993483
80229,Möggers,495,31.10.2013,2015,31.12.2015,116821029,0,0,116821029,179177919,179177919
80230,Reuthe,605,31.10.2013,2015,31.12.2015,12760373,319800,0,44740373,197149875,197149875
80231,Riefensberg,1014,31.10.2013,2015,31.12.2015,46940313,0,0,46940313,329044173,329044173
80232,Schnepfau,465,31.10.2013,2015,31.12.2015,8329047,316500,0,39979047,140549197,93103176
80233,Schoppernau,937,31.10.2013,2015,31.12.2015,54037295,1416300,0,195667295,285646051,285646051
80234,Schröcken,211,31.10.2013,2015,31.12.2015,521093241,0,0,521093241,346023142,373824912
80235,Schwarzach,3809,31.10.2013,2015,31.12.2015,132488862,7021000,0,834588862,85263889,85263889
80236,Schwarzenberg,1847,31.10.2013,2015,31.12.2015,9356669,1901200,0,199476669,534207339,534207339
80237,Sibratsgfäll,392,31.10.2013,2015,31.12.2015,41871314,0,0,41871314,105004765,105004765
80238,Sulzberg,1744,31.10.2013,2015,31.12.2015,228805883,996600,0,328465883,629522454,629522454
80239,Warth,154,31.10.2013,2015,31.12.2015,22897861,325900,0,26156861,304734343,304734343
80240,Wolfurt,8205,31.10.2013,2015,31.12.2015,46787281,0,12737454,46787281,2531749296,2531749296
80301,Dornbirn,46852,31.10.2013,2015,31.12.2015,1325503351,5137300,12880030,1416896468,2552834112,2552834112
80302,Hohenems,15551,31.10.2013,2015,31.12.2015,1754670602,13500400,19133357,3104710602,3843085199,3843085199
80303,Lustenau,21645,31.10.2013,2015,31.12.2015,5997622298,0,31767547,6063712436,6334241979,6382323553
80401,Altach,6374,31.10.2013,2015,31.12.2015,1588741696,0,9384809,1588741696,1868706295,1863193863
80402,Düns,391,31.10.2013,2015,31.12.2015,60182236,0,0,60182236,156385645,156385645
80403,Dünserberg,144,31.10.2013,2015,31.12.2015,188406997,0,0,188406997,73123145,73123145
80404,Feldkirch,31379,31.10.2013,2015,31.12.2015,4212290805,16915600,48982760,5917052805,9780110981,9780110981
80405,Frastanz,6269,31.10.2013,2015,31.12.2015,509743039,3958700,7448534,950565066,1451771032,1451771032
80406,Fraxern,664,31.10.2013,2015,31.12.2015,193426579,1936800,0,387106579,300954639,437232934
80407,Göfis,3150,31.10.2013,2015,31.12.2015,1252675008,0,0,1252675008,1136400608,1136400608
80408,Götzis,10989,31.10.2013,2015,31.12.2015,2615430829,7314900,15889037,3346920829,3182715288,3182715288
80409,Klaus,3098,31.10.2013,2015,31.12.2015,1638354502,1607400,383756,1799478258,1283993228,1283993228
80410,Koblach,4295,31.10.2013,2015,31.12.2015,91139837,6322200,0,723359837,987326631,987326631
80411,Laterns,679,31.10.2013,2015,31.12.2015,374710472,1715200,0,546230472,337321235,337321235
80412,Mäder,3809,31.10.2013,2015,31.12.2015,456468511,2953800,95608216,847456727,821439539,821439539
80413,Meiningen,2081,31.10.2013,2015,31.12.2015,38108609,1442500,350838,185866989,387913634,387913634
80414,Rankweil,11738,31.10.2013,2015,31.12.2015,106788564,2553000,17314494,132330696,3477973531,3477973531
80415,Röns,329,31.10.2013,2015,31.12.2015,144537545,1539500,0,298487545,175089131,175089131
80416,Röthis,1846,31.10.2013,2015,31.12.2015,203164768,0,0,203164768,83191061,83191061
80417,Satteins ,2528,31.10.2013,2015,31.12.2015,144578562,2817900,0,426368562,583778922,583778922
80418,Schlins,2291,31.10.2013,2015,31.12.2015,641590203,0,3370842,644961045,859536262,859536262
80419,Schnifis,781,31.10.2013,2015,31.12.2015,94602222,696500,0,164252222,209483228,209483228
80420,Sulz,2464,31.10.2013,2015,31.12.2015,385264203,0,60478666,445742869,706026419,725515994
80421,Übersaxen,627,31.10.2013,2015,31.12.2015,115163311,700700,0,185233311,145489187,145489187
80422,Viktorsberg,379,31.10.2013,2015,31.12.2015,12249768,0,0,12249768,148035345,148035345
80423,Weiler,2060,31.10.2013,2015,31.12.2015,448708437,577400,0,506448437,577515428,577515428
80424,Zwischenwasser ,3108,31.10.2013,2015,31.12.2015,568535535,1100200,0,678555535,927691856,938146647
80101,Bartholomäberg,2266,31.10.2014,2016,31.12.2016,352060099,0,176693107,528753206,565493849,565493849
80102,Blons,329,31.10.2014,2016,31.12.2016,194351352,1818200,0,376171352,162529616,165575002
80103,Bludenz  ,13992,31.10.2014,2016,31.12.2016,250297636,5167300,2124615,3078419558,442713289,442713289
80104,Bludesch,2266,31.10.2014,2016,31.12.2016,425272001,0,9457371,434729372,596220509,596220509
80105,Brand,677,31.10.2014,2016,31.12.2016,85969736,0,0,85969736,59336888,59336888
80106,Bürs,3188,31.10.2014,2016,31.12.2016,361907021,16158900,2150394,1999300961,112892757,112892757
80107,Bürserberg,514,31.10.2014,2016,31.12.2016,43752048,0,0,43752048,315205424,315205424
80108,Dalaas,1549,31.10.2014,2016,31.12.2016,348792846,200000,0,368792846,486063653,486063653
80109,Fontanella,438,31.10.2014,2016,31.12.2016,325337757,0,0,325337757,419324126,438760152
80110,Gaschurn,1465,31.10.2014,2016,31.12.2016,293724298,2972700,0,590994298,1066732157,1066732157
80111,Innerbraz,935,31.10.2014,2016,31.12.2016,80029256,112800,0,91309256,38785085,38785085
80112,Klösterle,663,31.10.2014,2016,31.12.2016,652620004,0,0,652620004,458501658,458501658
80113,Lech,1498,31.10.2014,2016,31.12.2016,80367462,10925500,7879133,1180796595,2527887534,2527887534
80114,Lorüns,272,31.10.2014,2016,31.12.2016,47625987,570700,0,104695987,113146385,113146385
80115,Ludesch,3394,31.10.2014,2016,31.12.2016,947013507,4964000,0,1443413507,1245452618,1245452618
80116,Nenzing,6031,31.10.2014,2016,31.12.2016,1826961185,2531700,11246242,2457520246,2265564724,2265564724
80117,Nüziders,4867,31.10.2014,2016,31.12.2016,200982797,5755600,38938448,815481245,1203707403,1203707403
80118,Raggal,847,31.10.2014,2016,31.12.2016,33036418,1351400,956454,466460634,300896505,316590951
80119,St. Anton i.M.,732,31.10.2014,2016,31.12.2016,171022601,0,0,171022601,173763905,173763905
80120,St. Gallenkirch,2128,31.10.2014,2016,31.12.2016,533675659,5123000,0,1045975659,879090174,879906413
80121,St. Gerold,351,31.10.2014,2016,31.12.2016,463685554,806600,0,544345554,12639588,149648314
80122,Schruns,3633,31.10.2014,2016,31.12.2016,1226422839,527200,1188404,1280331243,1604571799,1565752932
80123,Silbertal,846,31.10.2014,2016,31.12.2016,384231431,0,1612872,385844303,275629981,303593741
80124,Sonntag,685,31.10.2014,2016,31.12.2016,262198844,731700,0,335368844,265785782,26039899
80125,Stallehr,283,31.10.2014,2016,31.12.2016,101031313,0,0,101031313,8912472,8912472
80126,Thüringen,2114,31.10.2014,2016,31.12.2016,679988992,4852500,0,1165238992,1476734427,1476734427
80127,Thüringerberg,682,31.10.2014,2016,31.12.2016,101842284,986200,0,200462284,216794284,216794284
80128,Tschagguns,2182,31.10.2014,2016,31.12.2016,90100795,2125500,0,111355795,83874373,83874373
80129,Vandans,2595,31.10.2014,2016,31.12.2016,646714331,1215600,0,768274331,741989657,741989657
80201,Alberschwende,3167,31.10.2014,2016,31.12.2016,281089018,12829700,1324048,1565383066,782913726,782913726
80202,Andelsbuch,2394,31.10.2014,2016,31.12.2016,57302201,0,0,57302201,608673113,608673113
80203,Au,1692,31.10.2014,2016,31.12.2016,35636399,1312500,0,166886399,420160151,420160151
80204,Bezau,2004,31.10.2014,2016,31.12.2016,266620332,3676600,0,634280332,601945453,601945453
80205,Bildstein,726,31.10.2014,2016,31.12.2016,340606806,0,0,340606806,389983146,389983146
80206,Bizau,1041,31.10.2014,2016,31.12.2016,75259919,0,0,75259919,398231109,398231109
80207,Bregenz,28743,31.10.2014,2016,31.12.2016,514403858,11650900,5262008,6403424407,1053943648,1053943648
80208,Buch,588,31.10.2014,2016,31.12.2016,238280514,0,0,238280514,458740392,458740392
80209,Damüls,311,31.10.2014,2016,31.12.2016,46006782,0,0,46006782,612938302,612938302
80210,Doren,1014,31.10.2014,2016,31.12.2016,23297058,2069700,0,230267058,267117124,266366876
80211,Egg ,3473,31.10.2014,2016,31.12.2016,253253355,5505500,1381285,80518464,1280338221,1280338221
80212,Eichenberg,411,31.10.2014,2016,31.12.2016,68803776,0,0,68803776,145199699,163981449
80213,Fußach,3789,31.10.2014,2016,31.12.2016,296729499,6111000,0,907829499,2359304634,2359304634
80214,Gaißau,1763,31.10.2014,2016,31.12.2016,61945928,0,19475638,81421566,417355989,417355989
80215,Hard,12926,31.10.2014,2016,31.12.2016,2340440149,1491300,24587501,257500937,4910677294,4910677294
80216,Hittisau,1840,31.10.2014,2016,31.12.2016,2598009,0,102973,2700982,49912051,49912051
80217,Höchst,7759,31.10.2014,2016,31.12.2016,1669702053,2669800,1529408,1936682053,300347885,300347885
80218,Hörbranz,6324,31.10.2014,2016,31.12.2016,43352436,0,7069830,49291368,1397422511,1397422511
80219,Hohenweiler,1271,31.10.2014,2016,31.12.2016,28070995,0,0,28070995,292850273,314189054
80220,Kennelbach,1889,31.10.2014,2016,31.12.2016,174872686,0,3554804,17842749,411169546,438886281
80221,Krumbach,972,31.10.2014,2016,31.12.2016,210647957,0,1798299,212446256,224668846,224668846
80222,Langen b.Breg.,1334,31.10.2014,2016,31.12.2016,0,0,0,0,411414929,411414929
80223,Langenegg,1136,31.10.2014,2016,31.12.2016,151003943,0,751871,151755814,298679117,298679117
80224,Lauterach,9736,31.10.2014,2016,31.12.2016,1378525203,7103000,16405661,212909591,3280872246,3280872246
80225,Lingenau,1372,31.10.2014,2016,31.12.2016,42055772,4003000,618165,821475885,419645322,419645322
80226,Lochau,5729,31.10.2014,2016,31.12.2016,432798049,0,6673405,4488518,1305610344,122476773
80227,Mellau,1300,31.10.2014,2016,31.12.2016,106243598,0,0,106243598,517579661,517579661
80228,Mittelberg,4732,31.10.2014,2016,31.12.2016,1307210246,0,0,1307210246,3382719811,3382719811
80229,Möggers,490,31.10.2014,2016,31.12.2016,172190987,0,0,172190987,232982656,232982656
80230,Reuthe,622,31.10.2014,2016,31.12.2016,965556,274900,0,3714556,170601723,170601723
80231,Riefensberg,1033,31.10.2014,2016,31.12.2016,53098787,0,0,53098787,340650081,340650081
80232,Schnepfau,471,31.10.2014,2016,31.12.2016,66599955,0,0,66599955,238878948,238878948
80233,Schoppernau,945,31.10.2014,2016,31.12.2016,301712398,0,0,301712398,581415103,581415103
80234,Schröcken,213,31.10.2014,2016,31.12.2016,471520576,0,0,471520576,316985768,345084446
80235,Schwarzach,3876,31.10.2014,2016,31.12.2016,168127427,6426500,0,810777427,965786474,965786474
80236,Schwarzenberg,1836,31.10.2014,2016,31.12.2016,8361808,1797800,0,188141808,539355518,539355518
80237,Sibratsgfäll,394,31.10.2014,2016,31.12.2016,38008999,0,0,38008999,10569971,10569971
80238,Sulzberg,1741,31.10.2014,2016,31.12.2016,229122492,899000,1393605,320416097,580714015,580714015
80239,Warth,153,31.10.2014,2016,31.12.2016,206205862,289400,0,235145862,247584199,247584199
80240,Wolfurt,8246,31.10.2014,2016,31.12.2016,38308125,0,1389270,39204374,283147299,283147299
80301,Dornbirn,47388,31.10.2014,2016,31.12.2016,130633002,4800600,13944026,1387518733,2734401887,2734401887
80302,Hohenems,15673,31.10.2014,2016,31.12.2016,1951073174,15478100,21769552,3498883174,4341397181,4341397181
80303,Lustenau,21896,31.10.2014,2016,31.12.2016,6535900275,0,39741097,6569085078,7965362666,7964318397
80401,Altach,6421,31.10.2014,2016,31.12.2016,1439530473,0,8847676,1439530473,1790953182,1789442649
80402,Düns,404,31.10.2014,2016,31.12.2016,85406762,0,0,85406762,156073591,156073591
80403,Dünserberg,148,31.10.2014,2016,31.12.2016,216875026,0,0,216875026,116049567,116049567
80404,Feldkirch,31843,31.10.2014,2016,31.12.2016,4074381581,15642600,4706964,5638641581,931743529,931743529
80405,Frastanz,6324,31.10.2014,2016,31.12.2016,451125363,3713400,7643362,857851002,1533141844,1533141844
80406,Fraxern,662,31.10.2014,2016,31.12.2016,314092246,1730700,0,487162246,528403593,528403593
80407,Göfis,3205,31.10.2014,2016,31.12.2016,1315656995,0,0,1315656995,1058870664,1058870664
80408,Götzis,11016,31.10.2014,2016,31.12.2016,2788307761,7191400,16355110,3507447761,3256742095,3256742095
80409,Klaus,3096,31.10.2014,2016,31.12.2016,1559716049,1204100,128936,1680254985,944820064,944820064
80410,Koblach,4411,31.10.2014,2016,31.12.2016,74230701,5872500,0,661480701,1195651356,1195651356
80411,Laterns,684,31.10.2014,2016,31.12.2016,380578903,1748300,0,555408903,346504652,346504652
80412,Mäder,3815,31.10.2014,2016,31.12.2016,428125406,2758800,68330047,772335453,870905369,870905369
80413,Meiningen,2115,31.10.2014,2016,31.12.2016,34544805,1352500,350838,173303185,470469656,470469656
80414,Rankweil,11719,31.10.2014,2016,31.12.2016,1505632658,731200,22806486,1579855287,4551832543,4551832543
80415,Röns,326,31.10.2014,2016,31.12.2016,165575113,1485200,0,314095113,131407721,131407721
80416,Röthis,1854,31.10.2014,2016,31.12.2016,185021667,0,0,185021667,641669098,641669098
80417,Satteins ,2535,31.10.2014,2016,31.12.2016,137873321,2669700,0,404843321,590214588,590214588
80418,Schlins,2292,31.10.2014,2016,31.12.2016,569308598,0,2066226,571374824,632814302,632814302
80419,Schnifis,781,31.10.2014,2016,31.12.2016,84254716,583200,0,142574716,187061761,187061761
80420,Sulz,2501,31.10.2014,2016,31.12.2016,429706419,0,44426393,474132812,855585372,864297687
80421,Übersaxen,632,31.10.2014,2016,31.12.2016,107288638,622900,0,169578638,158218774,158218774
80422,Viktorsberg,385,31.10.2014,2016,31.12.2016,10171721,0,0,10171721,112200958,112200958
80423,Weiler,2095,31.10.2014,2016,31.12.2016,41833949,506600,0,46899949,498357923,498357923
80424,Zwischenwasser ,3143,31.10.2014,2016,31.12.2016,663362631,1018300,0,765192631,854722757,854722757
80101,Bartholomäberg,2327,31.10.2015,2017,31.12.2017,316355817,0,182030596,498386413,610824916,610824916
80102,Blons,354,31.10.2015,2017,31.12.2017,176134178,1730300,0,349164178,130941321,1455734
80103,Bludenz  ,14106,31.10.2015,2017,31.12.2017,2481356852,4456700,22737458,2966642985,4548948198,4548948198
80104,Bludesch,2358,31.10.2015,2017,31.12.2017,436953245,0,5900371,442853616,739754958,739754958
80105,Brand,694,31.10.2015,2017,31.12.2017,581341707,0,0,581341707,809398372,809398372
80106,Bürs,3212,31.10.2015,2017,31.12.2017,380746714,15163400,3534483,1900621197,1099635169,1099635169
80107,Bürserberg,523,31.10.2015,2017,31.12.2017,420623203,0,0,420623203,335223466,335223466
80108,Dalaas,1549,31.10.2015,2017,31.12.2017,320265455,142900,0,334555455,62651275,62651275
80109,Fontanella,440,31.10.2015,2017,31.12.2017,285087817,0,0,285087817,215622886,234000175
80110,Gaschurn,1484,31.10.2015,2017,31.12.2017,505979997,2806900,0,786669997,1305856062,1305856062
80111,Innerbraz,961,31.10.2015,2017,31.12.2017,93940316,44000,0,98340316,397000572,397000572
80112,Klösterle,662,31.10.2015,2017,31.12.2017,789228727,0,3876303,79310503,6415130,6415130
80113,Lech,1501,31.10.2015,2017,31.12.2017,61330689,9728000,3278407,1037409096,2510137939,251013794
80114,Lorüns,289,31.10.2015,2017,31.12.2017,44059445,51724741,0,95784186,130000396,130000396
80115,Ludesch,3402,31.10.2015,2017,31.12.2017,875204015,4352800,0,1310484015,883040753,883040753
80116,Nenzing,6162,31.10.2015,2017,31.12.2017,1703952157,2381900,985455,2282364594,214026887,2313669918
80117,Nüziders,4856,31.10.2015,2017,31.12.2017,17275655,5258500,25972718,724579268,1163201043,1163201043
80118,Raggal,861,31.10.2015,2017,31.12.2017,326559727,1282200,0,454779727,29426277,29426277
80119,St. Anton im Montafon,733,31.10.2015,2017,31.12.2017,15578271,0,0,15578271,177232459,177232459
80120,St. Gallenkirch,2236,31.10.2015,2017,31.12.2017,468057151,4817400,992326,950789477,97738069,97738069
80121,St. Gerold,404,31.10.2015,2017,31.12.2017,433903989,747700,0,508673989,136966764,174105583
80122,Schruns,3701,31.10.2015,2017,31.12.2017,1161721213,500100,0,1211731213,1602247054,1604510441
80123,Silbertal,846,31.10.2015,2017,31.12.2017,425357906,971000,1310016,523767922,365276488,385502656
80124,Sonntag,678,31.10.2015,2017,31.12.2017,253896601,671400,0,321036601,2745863,279812802
80125,Stallehr,284,31.10.2015,2017,31.12.2017,90406301,0,0,90406301,84735023,84735023
80126,Thüringen,2178,31.10.2015,2017,31.12.2017,636244733,7810000,0,1417244733,860890033,860890033
80127,Thüringerberg,716,31.10.2015,2017,31.12.2017,89657383,900300,128853,180975913,179390942,185254372
80128,Tschagguns,2185,31.10.2015,2017,31.12.2017,104056634,1931300,836296,1234532636,949220152,949220152
